
5.603164,-0.0820679720581,-1.00168945334,-1.18806811886,1.94317016083,0.668815622754,1.02815062191,-0.498543755493,100.0,0.0364320436707,-1.00283993893,1.00399042452,2.07662648923,-0.723655435858,0.764305926691,-0.0218592262024,4.0
5.603403,-0.0820679720581,-1.00168945334,-1.18806811886,1.94317016083,0.668815622754,1.02815062191,-0.498543755493,100.0,0.0364320436707,-1.00283993893,1.00399042452,2.07662648923,-0.723655435858,0.764305926691,-0.0218592262024,4.0
5.615408,-0.0816844768616,-1.00092246295,-1.18806811886,1.94240317044,0.668432127557,1.02738363151,-0.497009774707,100.0,0.0299126253296,-1.00245644374,1.0062913957,2.07739347962,-0.724038931055,0.764689421887,-0.02876213974,4.0
5.623740,-0.0816844768616,-1.00130595815,-1.18768462366,1.94355365603,0.668815622754,1.02776712671,-0.49892725069,100.0,0.0222427213989,-1.00245644374,1.00897586208,2.07777697482,-0.724038931055,0.764305926691,-0.0360485484741,4.0
5.637127,-0.0816844768616,-1.00168945334,-1.18768462366,1.94317016083,0.668432127557,1.02776712671,-0.498160260297,100.0,0.0153398078613,-1.00168945334,1.01166032845,2.07700998442,-0.724422426251,0.764305926691,-0.0421844716187,4.0
5.643738,-0.0816844768616,-1.00130595815,-1.18768462366,1.94240317044,0.669582613147,1.0285341171,-0.49892725069,100.0,0.00728640873413,-1.00130595815,1.01396129963,2.07700998442,-0.724038931055,0.764689421887,-0.0490873851563,4.0
5.653807,-0.0824514672546,-1.00245644374,-1.18730112847,1.94393715123,0.668432127557,1.02738363151,-0.498543755493,100.0,0.0,-0.999004986969,1.01626227081,2.07662648923,-0.724805921448,0.764305926691,-0.05752427948,4.0
5.663715,-0.0820679720581,-1.00168945334,-1.18806811886,1.94317016083,0.668815622754,1.02738363151,-0.49892725069,100.0,-0.00651941834106,-0.998237996576,1.0177962516,2.07585949883,-0.725189416644,0.764689421887,-0.0648106882141,4.0
5.673718,-0.081300981665,-1.00207294854,-1.18730112847,1.94278666564,0.668815622754,1.02815062191,-0.498160260297,100.0,-0.0130388366821,-0.998621491772,1.02009722278,2.07624299403,-0.725956407037,0.764305926691,-0.0724805921448,4.0
5.683738,-0.0816844768616,-1.00207294854,-1.18806811886,1.94278666564,0.668815622754,1.02776712671,-0.4977767651,100.0,-0.0214757310059,-0.997087510986,1.02239819396,2.07662648923,-0.726339902234,0.763538936298,-0.0824514672546,4.0
5.693701,-0.0820679720581,-1.00322343413,-1.18845161406,1.94317016083,0.67034960354,1.02776712671,-0.498160260297,100.0,-0.02876213974,-0.995937025397,1.02469916514,2.07547600364,-0.728257378217,0.763538936298,-0.0901213711853,4.0
5.703745,-0.0820679720581,-1.00245644374,-1.18691763327,1.94240317044,0.669582613147,1.02776712671,-0.499310745886,100.0,-0.0356650532776,-0.995170035004,1.02661664112,2.07585949883,-0.730941844592,0.764305926691,-0.0997087510986,4.0
