time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
5.367811,0.229330127527,-0.783864181714,-0.892393322333,0.905432159015,0.384645682123,1.48297592499,-0.189830122284,100.0,-0.402286461163,0.626631151135,1.45421378525,1.57731574334,-2.01756822896,0.62164571358,0.266529161591,0.0
5.368023,0.229330127527,-0.783864181714,-0.892393322333,0.905432159015,0.384645682123,1.48297592499,-0.189830122284,100.0,-0.402286461163,0.626631151135,1.45421378525,1.57731574334,-2.01756822896,0.62164571358,0.266529161591,0.0
5.379321,0.229713622723,-0.783864181714,-0.893160312726,0.905815654211,0.38387869173,1.48335942019,-0.189446627087,100.0,-0.401902965967,0.626631151135,1.45421378525,1.57731574334,-2.01756822896,0.621262218384,0.266145666394,0.0
5.388342,0.22894663233,-0.783480686517,-0.892776817529,0.906199149408,0.385029177319,1.48335942019,-0.189830122284,100.0,-0.401902965967,0.626631151135,1.45459728045,1.57769923854,-2.01756822896,0.621262218384,0.266529161591,0.0
5.400658,0.229330127527,-0.783480686517,-0.893160312726,0.905815654211,0.38387869173,1.4825924298,-0.189446627087,100.0,-0.402286461163,0.626631151135,1.45421378525,1.57769923854,-2.01718473376,0.62279619917,0.265762171198,0.0
5.408335,0.22894663233,-0.783864181714,-0.893160312726,0.905815654211,0.384645682123,1.4825924298,-0.189830122284,100.0,-0.40151947077,0.625864160742,1.45459728045,1.57654875295,-2.01718473376,0.622029208777,0.266145666394,0.0
5.418305,0.229713622723,-0.783480686517,-0.892393322333,0.905815654211,0.384645682123,1.48297592499,-0.189446627087,100.0,-0.401135975574,0.625864160742,1.45498077565,1.57769923854,-2.01795172416,0.621262218384,0.266529161591,0.0
5.428311,0.229330127527,-0.783864181714,-0.893160312726,0.905815654211,0.385029177319,1.48335942019,-0.189446627087,100.0,-0.402286461163,0.625864160742,1.45536427084,1.57731574334,-2.01718473376,0.620878723187,0.266529161591,0.0
5.438765,0.229713622723,-0.783097191321,-0.892393322333,0.905815654211,0.384262186926,1.4825924298,-0.189446627087,100.0,-0.401902965967,0.626247655939,1.45421378525,1.57731574334,-2.01756822896,0.621262218384,0.265762171198,0.0
5.448355,0.229713622723,-0.783097191321,-0.892776817529,0.905815654211,0.384262186926,1.48297592499,-0.189063131891,100.0,-0.401135975574,0.625864160742,1.45421378525,1.57731574334,-2.01718473376,0.62164571358,0.266529161591,0.0
5.458276,0.229713622723,-0.783864181714,-0.892009827136,0.906966139801,0.384645682123,1.48297592499,-0.189830122284,100.0,-0.401902965967,0.625864160742,1.45383029006,1.57731574334,-2.01680123857,0.62164571358,0.265762171198,0.0
5.468340,0.229713622723,-0.782713696124,-0.892393322333,0.906199149408,0.384262186926,1.48335942019,-0.189446627087,100.0,-0.40151947077,0.626247655939,1.45498077565,1.57731574334,-2.01718473376,0.622029208777,0.266145666394,0.0
5.478314,0.22894663233,-0.783097191321,-0.892776817529,0.906199149408,0.38387869173,1.48335942019,-0.189830122284,100.0,-0.402286461163,0.625864160742,1.45459728045,1.57731574334,-2.01718473376,0.622412703973,0.266145666394,0.0
5.488590,0.229330127527,-0.783480686517,-0.892393322333,0.906582644604,0.384262186926,1.48335942019,-0.189063131891,100.0,-0.401902965967,0.625864160742,1.45536427084,1.57769923854,-2.01680123857,0.62164571358,0.265378676001,0.0
